"Price","Area","Bedrooms","Agency","Id","Type","Zone","URL","Timestamp","Ascensor","Garatge","Calefacció","Electrodomèstics","NoFeature","Terrassa","Traster","Jardí","Balcó","Cuina Equipada","Armaris encastats","Safareig","Habitació suite","Vidres dobles","Llar de foc","Box tancat","Moblat","Piscina","Cuina","TV","Internet - Wifi","Planta baixa","Assolellat","Sortida de fums","Aparador","Asfaltat","Apte per fumadors","Rentavaixelles","Cultivable","Porter automàtic","Edificable","Cèntric","Rentadora","S'accepten animals","Adaptat per a minusvàlids","Aire condicionat","Altell","Alarma","Ascensor / muntacàrregues"
"260.000 €","49 m2",1,"Immobiliària Superior",24861,"venda","encamp","/venda/pis-1-habitacio-1-bany-encamp/24861","2023-11-09 17:02:11.617395",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282.500 €","67 m2",2,"Immobiliària Superior",24829,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24829","2023-11-09 17:02:11.966775",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282.500 €","68 m2",2,"Immobiliària Superior",24828,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24828","2023-11-09 17:02:11.905279",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283.500 €","60 m2",2,"Immobiliària Superior",15759,"venda","encamp","/venda/pis-2-habitacions-1-bany-encamp/15759","2023-11-09 17:02:14.186483",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285.000 €","67 m2",2,"Immobiliària Superior",24827,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24827","2023-11-09 17:02:13.394271",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287.500 €","67 m2",2,"Immobiliària Superior",24825,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24825","2023-11-09 17:02:15.764186",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289.000 €","67 m2",2,"Immobiliària Superior",24824,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24824","2023-11-09 17:02:14.527467",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290.000 €","58 m2",1,"Immobiliària Superior",16187,"venda","encamp","/venda/pis-1-habitacio-1-bany-encamp/16187","2023-11-09 17:02:14.847769",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295.000 €","72 m2",2,"Immobiliària Superior",24823,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24823","2023-11-09 17:02:15.396672",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297.500 €","67 m2",2,"Immobiliària Superior",24822,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24822","2023-11-09 17:02:15.293446",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300.000 €","67 m2",2,"Immobiliària Superior",24817,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24817","2023-11-09 17:02:16.263033",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300.000 €","67 m2",2,"Immobiliària Superior",24821,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24821","2023-11-09 17:02:16.809259",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315.000 €","68 m2",2,"Immobiliària Superior",24856,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24856","2023-11-09 17:02:16.383464",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330.000 €","67 m2",2,"Immobiliària Superior",25013,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/25013","2023-11-09 17:02:16.436255",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330.000 €","68 m2",2,"Immobiliària Superior",25012,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/25012","2023-11-09 17:02:15.961751",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330.000 €","67 m2",2,"Immobiliària Superior",24855,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24855","2023-11-09 17:02:18.788462",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360.000 €","116 m2",3,"Immobiliària Superior",16162,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/16162","2023-11-09 17:02:19.475157",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395.000 €","71 m2",2,"Immobiliària Superior",24813,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24813","2023-11-09 17:02:20.518486",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410.000 €","98 m2",3,"Immobiliària Superior",24811,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/24811","2023-11-09 17:02:20.049955",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410.000 €","98 m2",3,"Immobiliària Superior",24814,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/24814","2023-11-09 17:02:20.660687",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410.000 €","71 m2",2,"Immobiliària Superior",24809,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24809","2023-11-09 17:02:21.210227",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419.000 €","98 m2",3,"Immobiliària Superior",24812,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/24812","2023-11-09 17:02:20.889871",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428.000 €","98 m2",3,"Immobiliària Superior",24807,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/24807","2023-11-09 17:02:21.771585",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430.000 €","98 m2",3,"Immobiliària Superior",24810,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/24810","2023-11-09 17:02:21.549866",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430.000 €","76 m2",2,"Immobiliària Superior",24805,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp/24805","2023-11-09 17:02:24.459383",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438.000 €","98 m2",3,"Immobiliària Superior",24808,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/24808","2023-11-09 17:02:24.997809",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450.000 €","98 m2",3,"Immobiliària Superior",24850,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/24850","2023-11-09 17:02:25.392017",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490.000 €","114 m2",4,"Immobiliària Superior",15811,"venda","encamp","/venda/pis-4-habitacions-2-banys-encamp/15811","2023-11-09 17:02:26.432670",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505.000 €","98 m2",3,"Immobiliària Superior",24803,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/24803","2023-11-09 17:02:27.054707",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545.000 €","112 m2",3,"Immobiliària Superior",26623,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/26623","2023-11-09 17:02:26.068009",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545.000 €","98 m2",3,"Immobiliària Superior",24802,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/24802","2023-11-09 17:02:27.255829",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645.000 €","102 m2",2,"Immobiliària Superior",25287,"venda","encamp","/venda/pis-2-habitacions-2-banys-vila/25287","2023-11-09 17:02:31.092975",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790.000 €","160 m2",4,"Immobiliària Superior",16167,"venda","encamp","/venda/pis-4-habitacions-2-banys-encamp/16167","2023-11-09 17:02:31.652916",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850.000 €","160 m2",3,"Immobiliària Superior",15672,"venda","encamp","/venda/pis-3-habitacions-2-banys-el-pas-de-la-casa/15672","2023-11-09 17:02:31.803575",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.035.000 €","245 m2",6,"Immobiliària Superior",15695,"venda","encamp","/venda/pis-6-habitacions-3-banys-el-pas-de-la-casa/15695","2023-11-09 17:02:33.207605",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.190.000 €","233 m2",3,"Immobiliària Superior",15913,"venda","encamp","/venda/pis-3-habitacions-2-banys-vila/15913","2023-11-09 17:02:35.496060",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.250.000 €","233 m2",3,"Immobiliària Superior",15915,"venda","encamp","/venda/pis-3-habitacions-2-banys-vila/15915","2023-11-09 17:02:36.234691",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.280.000 €","233 m2",3,"Immobiliària Superior",15914,"venda","encamp","/venda/pis-3-habitacions-2-banys-vila/15914","2023-11-09 17:02:36.434313",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.500.000 €","330 m2",3,"Immobiliària Superior",25060,"venda","encamp","/venda/xalet-3-habitacions-2-banys-les-bons/25060","2023-11-09 17:02:36.254740",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.280.000 €","240 m2",3,"Immobiliària Galí",14076,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp-terrassa/14076","2023-11-09 17:02:46.144272",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220.000 €","45 m2",1,"Immobiliària Xamari",26929,"venda","encamp","/venda/pis-1-habitacio-1-bany-encamp/26929","2023-11-09 17:02:47.284011",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390.000 €","95 m2",3,"Becier Immobiliària",26545,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp-terrassa-parking/26545","2023-11-09 17:02:46.299749",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280.000 €","59 m2",2,"IG Serveis Immobiliaris",26916,"venda","encamp","/venda/pis-2-habitacions-1-bany-encamp/26916","2023-11-09 17:02:46.980071",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386.000 €","95 m2",3,"Land immobiliària",26915,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/26915","2023-11-09 17:02:46.519960",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895.000 €","230 m2",5,"IMMO 1",26881,"venda","encamp","/venda/casa-adossada-5-habitacions-2-banys-el-pas-de-la-casa/26881","2023-11-09 17:02:45.756236",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380.000 €","93 m2",3,"Land immobiliària",26874,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/26874","2023-11-09 17:02:47.253416",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190.000 €","68 m2",2,"Immobiliària Galí",24213,"venda","encamp","/venda/pis-2-habitacions-1-bany-encamp-parking/24213","2023-11-09 17:02:47.484988",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220.000 €","45 m2",1,"7 Claus Immobiliària",26872,"venda","encamp","/venda/pis-1-habitacio-1-bany-encamp/26872","2023-11-09 17:02:50.075027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220.000 €","45 m2",1,"Immobiliària KSA",26852,"venda","encamp","/venda/pis-1-habitacio-1-bany-encamp-parking/26852","2023-11-09 17:02:50.494506",1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
"150.000 €","52 m2",1,"Immobiliària Galí",24760,"venda","encamp","/venda/atic-1-habitacio-1-bany-encamp/24760","2023-11-09 17:02:50.764965",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275.000 €","60 m2",2,"Nou Aire Immobiliària",26188,"venda","encamp","/venda/atic-2-habitacions-1-bany-encamp-parking/26188","2023-11-09 17:02:50.145573",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350.000 €","85 m2",2,"7 Claus Immobiliària",26826,"venda","encamp","/venda/pis-2-habitacions-1-bany-encamp/26826","2023-11-09 17:02:50.393816",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175.000 €","60 m2",1,"7 Claus Immobiliària",26775,"venda","encamp","/venda/atic-1-habitacio-1-bany-encamp-terrassa/26775","2023-11-09 17:02:51.866385",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320.000 €","90 m2",3,"Immobiliària Reig",26392,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp-parking/26392","2023-11-09 17:02:51.001143",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153.000 €","45 m2",1,"Land immobiliària",3671,"venda","encamp","/venda/pis-1-habitacio-1-bany-encamp/3671","2023-11-09 17:02:51.401933",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520.000 €","130 m2",3,"Immobiliària Duplex",25431,"venda","encamp","/venda/atic-3-habitacions-2-banys-encamp-terrassa-parking/25431","2023-11-09 17:02:51.815461",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330.000 €","114 m2",2,"Immobiliària Galí",15000,"venda","encamp","/venda/atic-2-habitacions-1-bany-encamp-terrassa-parking/15000","2023-11-09 17:02:51.845704",1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142.500 €","45 m2",2,"Becier Immobiliària",24328,"venda","encamp","/venda/pis-2-habitacions-1-bany-encamp/24328","2023-11-09 17:02:52.080213",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396.369 €","117 m2",3,"Immobiliària Galí",21908,"venda","encamp","/venda/atic-3-habitacions-2-banys-encamp-terrassa/21908","2023-11-09 17:02:55.925703",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438.954 €","129 m2",3,"Immobiliària Galí",17946,"venda","encamp","/venda/atic-3-habitacions-2-banys-encamp-terrassa/17946","2023-11-09 17:02:55.625132",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372.347 €","101 m2",3,"Immobiliària Galí",21911,"venda","encamp","/venda/atic-3-habitacions-2-banys-encamp-terrassa/21911","2023-11-09 17:02:56.385769",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363.244 €","106 m2",3,"Immobiliària Galí",21910,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp-terrassa/21910","2023-11-09 17:02:55.858595",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407.542 €","117 m2",3,"Immobiliària Galí",21909,"venda","encamp","/venda/atic-3-habitacions-2-banys-encamp-terrassa/21909","2023-11-09 17:02:55.805917",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377.640 €","107 m2",2,"Immobiliària Galí",17936,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp-terrassa/17936","2023-11-09 17:02:56.086385",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349.934 €","106 m2",3,"Immobiliària Galí",17942,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp-terrassa/17942","2023-11-09 17:02:56.747172",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393.404 €","117 m2",3,"Immobiliària Galí",24544,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp-terrassa/24544","2023-11-09 17:02:56.355623",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301.300 €","105 m2",2,"Immobiliària Galí",17941,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp-terrassa/17941","2023-11-09 17:02:56.479231",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301.740 €","100 m2",2,"Immobiliària Galí",17940,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp-terrassa/17940","2023-11-09 17:02:56.807720",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291.040 €","92 m2",2,"Immobiliària Galí",17935,"venda","encamp","/venda/pis-2-habitacions-1-bany-encamp-terrassa/17935","2023-11-09 17:02:59.528262",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320.100 €","118 m2",2,"Immobiliària Galí",17943,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp-terrassa/17943","2023-11-09 17:02:59.838047",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380.400 €","125 m2",2,"Immobiliària Galí",17938,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp-terrassa/17938","2023-11-09 17:02:59.776835",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320.591 €","97 m2",2,"Immobiliària Galí",17937,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp-terrassa/17937","2023-11-09 17:03:00.359306",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320.000 €","94 m2",3,"7 Claus Immobiliària",26774,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp-terrassa/26774","2023-11-09 17:03:00.773606",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235.000 €","50 m2",1,"Perfect Home Serveis Immobiliaris",26791,"venda","encamp","/venda/pis-1-habitacio-1-bany-encamp/26791","2023-11-09 17:03:00.793884",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254.000 €","49 m2",1,"Immobiliària Galí",25572,"venda","encamp","/venda/atic-1-habitacio-1-bany-encamp-parking/25572","2023-11-09 17:03:00.804060",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386.000 €","95 m2",3,"468 Immo",26321,"venda","encamp","/venda/pis-3-habitacions-2-banys-encamp/26321","2023-11-09 17:03:01.603583",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275.000 €","60 m2",2,"Immobiliària Xamari",26715,"venda","encamp","/venda/duplex-2-habitacions-2-banys-encamp/26715","2023-11-09 17:03:00.834379",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175.000 €","46 m2",1,"Immobiliària Xamari",26712,"venda","encamp","/venda/pis-1-habitacio-1-bany-encamp/26712","2023-11-09 17:03:01.235364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331.500 €","70 m2",2,"Immobiliària Xamari",26710,"venda","encamp","/venda/pis-2-habitacions-1-bany-encamp/26710","2023-11-09 17:03:02.193535",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350.000 €","85 m2",2,"Hanson Immobiliària",26788,"venda","encamp","/venda/pis-2-habitacions-1-bany-encamp/26788","2023-11-09 17:03:04.755511",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153.000 €","45 m2",1,"Nou Aire Immobiliària",11677,"venda","encamp","/venda/pis-1-habitacio-1-bany-encamp-parking/11677","2023-11-09 17:03:04.856575",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330.000 €","79 m2",2,"Immobiliària Galí",24074,"venda","encamp","/venda/pis-2-habitacions-2-banys-encamp-parking/24074","2023-11-09 17:03:04.938402",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242.000 €","63 m2",2,"IMMO 1",26659,"venda","encamp","/venda/pis-2-habitacions-1-bany-el-pas-de-la-casa/26659","2023-11-09 17:03:05.055884",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242.000 €","63 m2",2,"IMMO 1",26658,"venda","encamp","/venda/pis-2-habitacions-1-bany-el-pas-de-la-casa/26658","2023-11-09 17:03:05.837591",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295.000 €","0 m2",2,"Nou Aire Immobiliària",26221,"venda","encamp","/venda/pis-2-habitacions-1-bany-encamp-parking/26221","2023-11-09 17:03:06.249948",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200.640 €","47 m2",1,"Nou Aire Immobiliària",197,"venda","encamp","/venda/pis-1-habitacio-1-bany-encamp-parking/197","2023-11-09 17:03:06.220875",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
